X.OTU.ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
denovo5053,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Incertae sedis, g__Cryptococcus, s__Cryptococcus podzolicus
denovo5054,k__Fungi,,,,,,
denovo5055,k__Fungi,,,,,,
denovo5056,k__Fungi,,,,,,
denovo5057,k__Fungi,,,,,,
denovo5058,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Incertae sedis, g__Cryptococcus, s__Cryptococcus podzolicus
denovo5059,k__Fungi,,,,,,
denovo5060,k__Fungi,,,,,,
denovo5061,k__Fungi,,,,,,
denovo5062,k__Fungi,,,,,,
denovo5063,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo5064,k__Fungi,,,,,,
denovo5065,k__Fungi,,,,,,
denovo5066,k__Fungi,,,,,,
denovo5067,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Paxillaceae, g__Paxillus, s__Paxillus involutus
denovo5068,k__Fungi,,,,,,
denovo5069,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Pleosporaceae, g__Alternaria, s__Alternaria sp 3 MU_2012
denovo5070,k__Fungi,,,,,,
denovo5071,k__Fungi,,,,,,
denovo5072,k__Fungi, p__Basidiomycota, c__Microbotryomycetes, o__Sporidiobolales, f__Incertae sedis, g__Rhodotorula, s__Rhodotorula sp
denovo5073,k__Fungi,,,,,,
denovo5074,k__Fungi, p__Ascomycota, c__Pezizomycetes, o__Pezizales, f__Pezizaceae, g__Peziza,
denovo5075,k__Fungi,,,,,,
denovo5076,k__Fungi,,,,,,
denovo5077,k__Fungi,,,,,,
denovo5078,k__Fungi,,,,,,
denovo5079,k__Fungi, p__Ascomycota, c__Saccharomycetes, o__Saccharomycetales, f__Lipomycetaceae, g__Lipomyces, s__Lipomyces sp
denovo5080,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Thelephorales, f__Thelephoraceae, g__Tomentella,
denovo5081,k__Fungi,,,,,,
denovo5082,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales,,,
denovo5083,k__Fungi,,,,,,
denovo5084,k__Fungi,,,,,,
denovo5085,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Erysiphales, f__Erysiphaceae, g__Erysiphe,
denovo5086,k__Fungi,,,,,,
denovo5087,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo5088,k__Fungi, p__Ascomycota, c__Eurotiomycetes,,,,
denovo5089,k__Fungi,,,,,,
denovo5090,k__Fungi,,,,,,
denovo5091,k__Fungi,,,,,,
denovo5092,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5093,k__Fungi,,,,,,
denovo5094,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Filobasidiales, f__Filobasidiaceae, g__Cryptococcus, s__Cryptococcus terricola
denovo5095,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Filobasidiales, f__Filobasidiaceae, g__Cryptococcus, s__Cryptococcus friedmannii
denovo5096,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Phallales, f__Phallaceae, g__Phallus, s__Phallus rugulosus
denovo5097,k__Fungi,,,,,,
denovo5098,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Dothideales, f__Dothioraceae, g__Kabatiella, s__Kabatiella sp
denovo5099,k__Fungi,,,,,,
denovo5100,k__Fungi,,,,,,
denovo5101,k__Fungi,,,,,,
denovo5102,k__Fungi,,,,,,
denovo5103,k__Fungi,,,,,,
denovo5104,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mortierellales, f__Mortierellaceae, g__Mortierella, s__Mortierella humilis
denovo5105,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo5106,k__Fungi,,,,,,
denovo5107,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Bionectriaceae, g__Clonostachys, s__Clonostachys rosea f. catenulata
denovo5108,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5109,k__Fungi,,,,,,
denovo5110,k__Fungi,,,,,,
denovo5111,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Hydnangiaceae,,
denovo5112,k__Fungi,,,,,,
denovo5113,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Cystofilobasidiales, f__Incertae sedis, g__Syzygospora, s__Syzygospora sp
denovo5114,k__Fungi,,,,,,
denovo5115,k__Fungi,,,,,,
denovo5116,k__Fungi,,,,,,
denovo5117,k__Fungi,,,,,,
denovo5118,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Polyporales,,,
denovo5119,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5120,k__Fungi,,,,,,
denovo5121,k__Fungi,,,,,,
denovo5122,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5123,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5124,k__Fungi,,,,,,
denovo5125,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo5126,k__Fungi,,,,,,
denovo5127,k__Fungi,,,,,,
denovo5128,k__Fungi,,,,,,
denovo5129,k__Fungi,,,,,,
denovo5130,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5131,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Rhizopogonaceae, g__Rhizopogon, s__Rhizopogon fuscorubens
denovo5132,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Paraglomerales, f__Paraglomeraceae, g__Paraglomus, s__Paraglomus laccatum
denovo5133,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Hypocreaceae, g__Trichoderma, s__Trichoderma sp TR057
denovo5134,k__Fungi,,,,,,
denovo5135,k__Fungi,,,,,,
denovo5136,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Hydnangiaceae, g__Laccaria, s__Laccaria sp AW_2012c
denovo5137,k__Fungi,,,,,,
denovo5138,k__Fungi,,,,,,
denovo5139,k__Fungi,,,,,,
denovo5140,k__Fungi,,,,,,
denovo5141,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mortierellales, f__Mortierellaceae, g__Mortierella,
denovo5142,k__Fungi,,,,,,
denovo5143,k__Fungi,,,,,,
denovo5144,k__Fungi,,,,,,
denovo5145,k__Fungi,,,,,,
denovo5146,k__Fungi,,,,,,
denovo5147,k__Fungi,,,,,,
denovo5148,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5149,k__Fungi,,,,,,
denovo5150,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo5151,k__Fungi,,,,,,
denovo5152,k__Fungi,,,,,,
denovo5153,k__Fungi,,,,,,
denovo5154,k__Fungi,,,,,,
denovo5155,k__Fungi,,,,,,
denovo5156,k__Fungi,,,,,,
denovo5157,k__Fungi,,,,,,
denovo5158,k__Fungi,,,,,,
denovo5159,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Clavariaceae, g__Clavaria, s__Clavaria acuta
denovo5160,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo5161,k__Fungi,,,,,,
denovo5162,k__Fungi,,,,,,
denovo5163,k__Fungi,,,,,,
denovo5164,k__Fungi,,,,,,
denovo5165,k__Fungi,,,,,,
denovo5166,k__Fungi,,,,,,
denovo5167,k__Fungi,,,,,,
denovo5168,k__Fungi,,,,,,
denovo5169,k__Fungi,,,,,,
denovo5170,k__Fungi,,,,,,
denovo5171,k__Fungi,,,,,,
denovo5172,k__Fungi,,,,,,
denovo5173,k__Fungi,,,,,,
denovo5174,k__Fungi,,,,,,
denovo5175,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Geoglossales, f__Geoglossaceae, g__Sarcoleotia, s__Sarcoleotia turficola
denovo5176,k__Fungi,,,,,,
denovo5177,k__Fungi,,,,,,
denovo5178,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5179,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Hydnangiaceae,,
denovo5180,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Thelephorales, f__Thelephoraceae, g__Tomentella,
denovo5181,k__Fungi,,,,,,
denovo5182,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo5183,k__Fungi,,,,,,
denovo5184,k__Fungi,,,,,,
denovo5185,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Chaetothyriales, f__Herpotrichiellaceae, g__Exophiala,
denovo5186,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5187,k__Fungi,,,,,,
denovo5188,k__Fungi,,,,,,
denovo5189,k__Fungi,,,,,,
denovo5190,k__Fungi,,,,,,
denovo5191,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Incertae sedis, g__Cryptococcus, s__Cryptococcus podzolicus
denovo5192,k__Fungi,,,,,,
denovo5193,k__Fungi,,,,,,
denovo5194,k__Fungi,,,,,,
denovo5195,k__Fungi,,,,,,
denovo5196,k__Fungi,,,,,,
denovo5197,k__Fungi,,,,,,
denovo5198,k__Fungi,,,,,,
denovo5199,k__Fungi, p__Ascomycota,,,,,
denovo5200,k__Fungi,,,,,,
denovo5201,k__Fungi,,,,,,
denovo5202,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5203,k__Fungi,,,,,,
denovo5204,k__Fungi,,,,,,
denovo5205,k__Fungi,,,,,,
denovo5206,k__Fungi, p__Ascomycota,,,,,
denovo5207,k__Fungi,,,,,,
denovo5208,k__Fungi,,,,,,
denovo5209,k__Fungi,,,,,,
denovo5210,k__Fungi,,,,,,
denovo5211,k__Fungi,,,,,,
denovo5212,k__Fungi,,,,,,
denovo5213,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mortierellales, f__Mortierellaceae, g__Mortierella,
denovo5214,k__Fungi,,,,,,
denovo5215,k__Fungi,,,,,,
denovo5216,k__Fungi,,,,,,
denovo5217,k__Fungi,,,,,,
denovo5218,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Hymenochaetales, f__Hymenochaetaceae, g__Phellinus, s__Phellinus robiniae
denovo5219,k__Fungi,,,,,,
denovo5220,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Tricholomataceae, g__Collybia,
denovo5221,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo5222,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Pleosporaceae, g__Alternaria, s__Alternaria sp 3 MU_2012
denovo5223,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Bionectriaceae, g__Clonostachys, s__Clonostachys rosea f. catenulata
denovo5224,k__Fungi,,,,,,
denovo5225,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo5226,k__Fungi,,,,,,
denovo5227,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Strophariaceae, g__Pholiota, s__Pholiota sp TENN61700
denovo5228,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Dothideales, f__Dothioraceae, g__Kabatiella, s__Kabatiella sp
denovo5229,k__Fungi,,,,,,
denovo5230,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Hymenochaetales, f__Hymenochaetaceae, g__Coltricia, s__Coltricia cinnamomea
denovo5231,k__Fungi,,,,,,
denovo5232,k__Fungi, p__Ascomycota, c__Incertae sedis, o__Incertae sedis, f__Incertae sedis, g__Ochroconis, s__Ochroconis sp
denovo5233,k__Fungi,,,,,,
denovo5234,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo5235,k__Fungi,,,,,,
denovo5236,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5237,k__Fungi,,,,,,
denovo5238,k__Fungi,,,,,,
denovo5239,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo5240,k__Fungi,,,,,,
denovo5241,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales,,,
denovo5242,k__Fungi,,,,,,
denovo5243,k__Fungi,,,,,,
denovo5244,k__Fungi,,,,,,
denovo5245,k__Fungi, p__Chytridiomycota, c__Chytridiomycetes, o__Olpidiales, f__Olpidiaceae, g__Olpidium, s__Olpidium sp
denovo5246,k__Fungi,,,,,,
denovo5247,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Hymenochaetales, f__Hymenochaetaceae, g__Coltricia, s__Coltricia cinnamomea
denovo5248,k__Fungi,,,,,,
denovo5249,k__Fungi,,,,,,
denovo5250,k__Fungi,,,,,,
denovo5251,k__Fungi,,,,,,
denovo5252,k__Fungi,,,,,,
denovo5253,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius,
denovo5254,k__Fungi,,,,,,
denovo5255,k__Fungi,,,,,,
denovo5256,k__Fungi,,,,,,
denovo5257,k__Fungi,,,,,,
denovo5258,k__Fungi, p__Ascomycota,,,,,
denovo5259,k__Fungi,,,,,,
denovo5260,k__Fungi,,,,,,
denovo5261,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Tapinellaceae, g__Tapinella, s__Tapinella atrotomentosa
denovo5262,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo5263,k__Fungi, p__Ascomycota,,,,,
denovo5264,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Hymenochaetales, f__Schizoporaceae,,
denovo5265,k__Fungi,,,,,,
denovo5266,k__Fungi,,,,,,
denovo5267,k__Fungi,,,,,,
denovo5268,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Strophariaceae, g__Galerina, s__Galerina tibiicystis
denovo5269,k__Fungi,,,,,,
denovo5270,k__Fungi,,,,,,
denovo5271,k__Fungi,,,,,,
denovo5272,k__Fungi,,,,,,
denovo5273,k__Fungi,,,,,,
denovo5274,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5275,k__Fungi,,,,,,
denovo5276,k__Fungi,,,,,,
denovo5277,k__Fungi,,,,,,
denovo5278,k__Fungi,,,,,,
denovo5279,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales,,,
denovo5280,k__Fungi,,,,,,
denovo5281,k__Fungi,,,,,,
denovo5282,k__Fungi,,,,,,
denovo5283,k__Fungi,,,,,,
denovo5284,k__Fungi,,,,,,
denovo5285,k__Fungi,,,,,,
denovo5286,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Chaetosphaeriales, f__Chaetosphaeriaceae, g__Chloridium, s__Chloridium sp GHJ_3
denovo5287,k__Fungi,,,,,,
denovo5288,k__Fungi, p__Ascomycota,,,,,
denovo5289,k__Fungi,,,,,,
denovo5290,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Rhizopogonaceae, g__Rhizopogon, s__Rhizopogon fuscorubens
denovo5291,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Entolomataceae, g__Entoloma,
denovo5292,k__Fungi,,,,,,
denovo5293,k__Fungi,,,,,,
denovo5294,k__Fungi,,,,,,
denovo5295,k__Fungi,,,,,,
denovo5296,k__Fungi,,,,,,
denovo5297,k__Fungi,,,,,,
denovo5298,k__Fungi,,,,,,
denovo5299,k__Fungi,,,,,,
denovo5300,k__Fungi,,,,,,
denovo5301,k__Fungi,,,,,,
denovo5302,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo5303,k__Fungi,,,,,,
denovo5304,k__Fungi,,,,,,
denovo5305,k__Fungi,,,,,,
denovo5306,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Tricholomataceae, g__Clitocybe, s__Clitocybe subditopoda
denovo5307,k__Fungi,,,,,,
denovo5308,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales,,,
denovo5309,k__Fungi,,,,,,
denovo5310,k__Fungi, p__Zygomycota, c__Incertae sedis,,,,
denovo5311,k__Fungi,,,,,,
denovo5312,k__Fungi,,,,,,
denovo5313,k__Fungi,,,,,,
denovo5314,k__Fungi, p__Ascomycota,,,,,
denovo5315,k__Fungi,,,,,,
denovo5316,k__Fungi,,,,,,
denovo5317,k__Fungi,,,,,,
denovo5318,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5319,k__Fungi,,,,,,
denovo5320,k__Fungi, p__Basidiomycota,,,,,
denovo5321,k__Fungi,,,,,,
denovo5322,k__Fungi,,,,,,
denovo5323,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Bionectriaceae, g__Clonostachys, s__Clonostachys rosea f. catenulata
denovo5324,k__Fungi,,,,,,
denovo5325,k__Fungi,,,,,,
denovo5326,k__Fungi, p__Ascomycota, c__Incertae sedis, o__Incertae sedis, f__Incertae sedis,,
denovo5327,k__Fungi,,,,,,
denovo5328,k__Fungi,,,,,,
denovo5329,k__Fungi,,,,,,
denovo5330,k__Fungi,,,,,,
denovo5331,k__Fungi,,,,,,
denovo5332,k__Fungi,,,,,,
denovo5333,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo5334,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mortierellales, f__Mortierellaceae, g__Mortierella, s__Mortierella macrocystis
denovo5335,k__Fungi,,,,,,
denovo5336,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius,
denovo5337,k__Fungi,,,,,,
denovo5338,k__Fungi,,,,,,
denovo5339,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Dothideales, f__Dothioraceae, g__Kabatiella, s__Kabatiella sp
denovo5340,k__Fungi,,,,,,
denovo5341,k__Fungi,,,,,,
denovo5342,k__Fungi,,,,,,
denovo5343,k__Fungi,,,,,,
denovo5344,k__Fungi,,,,,,
denovo5345,k__Fungi,,,,,,
denovo5346,k__Fungi,,,,,,
denovo5347,k__Fungi,,,,,,
denovo5348,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo5349,k__Fungi,,,,,,
denovo5350,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Lasiosphaeriaceae, g__Cladorrhinum, s__Cladorrhinum phialophoroides
denovo5351,k__Fungi,,,,,,
denovo5352,k__Fungi,,,,,,
denovo5353,k__Fungi,,,,,,
denovo5354,k__Fungi,,,,,,
denovo5355,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Hymenochaetales, f__Hymenochaetaceae, g__Coltricia, s__Coltricia cinnamomea
denovo5356,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo5357,k__Fungi,,,,,,
denovo5358,k__Fungi,,,,,,
denovo5359,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae, g__Glomus,
denovo5360,k__Fungi,,,,,,
denovo5361,k__Fungi,,,,,,
denovo5362,k__Fungi,,,,,,
denovo5363,k__Fungi,,,,,,
denovo5364,k__Fungi,,,,,,
denovo5365,k__Fungi,,,,,,
denovo5366,k__Fungi, p__Ascomycota,,,,,
denovo5367,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae,,
denovo5368,k__Fungi,,,,,,
denovo5369,k__Fungi,,,,,,
denovo5370,k__Fungi, p__Ascomycota,,,,,
denovo5371,k__Fungi,,,,,,
denovo5372,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Bionectriaceae, g__Clonostachys, s__Clonostachys rosea f. catenulata
denovo5373,k__Fungi,,,,,,
denovo5374,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo5375,k__Fungi,,,,,,
denovo5376,k__Fungi,,,,,,
denovo5377,k__Fungi,,,,,,
denovo5378,k__Fungi,,,,,,
denovo5379,k__Fungi,,,,,,
denovo5380,k__Fungi, p__Ascomycota, c__Saccharomycetes, o__Saccharomycetales, f__Trichomonascaceae, g__Sugiyamaella, s__Sugiyamaella paludigena
denovo5381,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Paxillaceae, g__Paxillus, s__Paxillus involutus
denovo5382,k__Fungi,,,,,,
denovo5383,k__Fungi,,,,,,
denovo5384,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Strophariaceae, g__Hypholoma,
denovo5385,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mortierellales, f__Mortierellaceae, g__Mortierella, s__Mortierella horticola
denovo5386,k__Fungi,,,,,,
denovo5387,k__Fungi,,,,,,
denovo5388,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Strophariaceae,,
denovo5389,k__Fungi, p__Ascomycota,,,,,
denovo5390,k__Fungi,,,,,,
denovo5391,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Dothideales, f__Dothioraceae, g__Kabatiella, s__Kabatiella sp
denovo5392,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo5393,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5394,k__Fungi,,,,,,
denovo5395,k__Fungi,,,,,,
denovo5396,k__Fungi,,,,,,
denovo5397,k__Fungi,,,,,,
denovo5398,k__Fungi,,,,,,
denovo5399,k__Fungi,,,,,,
denovo5400,k__Fungi,,,,,,
denovo5401,k__Fungi,,,,,,
denovo5402,k__Fungi,,,,,,
denovo5403,k__Fungi,,,,,,
denovo5404,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius, s__Cortinarius tubarius
denovo5405,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo5406,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Pluteaceae, g__Pluteus,
denovo5407,k__Fungi,,,,,,
denovo5408,k__Fungi,,,,,,
denovo5409,k__Fungi,,,,,,
denovo5410,k__Fungi,,,,,,
denovo5411,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Paraglomerales, f__Paraglomeraceae, g__Paraglomus, s__Paraglomus brasilianum
denovo5412,k__Fungi,,,,,,
denovo5413,k__Fungi,,,,,,
denovo5414,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Pluteaceae, g__Pluteus, s__Pluteus aff cervinus TNSF897
denovo5415,k__Fungi,,,,,,
denovo5416,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5417,k__Fungi,,,,,,
denovo5418,k__Fungi,,,,,,
denovo5419,k__Fungi,,,,,,
denovo5420,k__Fungi,,,,,,
denovo5421,k__Fungi,,,,,,
denovo5422,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5423,k__Fungi,,,,,,
denovo5424,k__Fungi,,,,,,
denovo5425,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo5426,k__Fungi,,,,,,
denovo5427,k__Fungi,,,,,,
denovo5428,k__Fungi,,,,,,
denovo5429,k__Fungi,,,,,,
denovo5430,k__Fungi,,,,,,
denovo5431,k__Fungi,,,,,,
denovo5432,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Capnodiales, f__Davidiellaceae, g__Cladosporium, s__Cladosporium sp 4 MU_2012
denovo5433,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo5434,k__Fungi,,,,,,
denovo5435,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Dothideales, f__Dothioraceae, g__Kabatiella, s__Kabatiella sp
denovo5436,k__Fungi,,,,,,
denovo5437,k__Fungi,,,,,,
denovo5438,k__Fungi,,,,,,
denovo5439,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5440,k__Fungi,,,,,,
denovo5441,k__Fungi, p__Ascomycota,,,,,
denovo5442,k__Fungi,,,,,,
denovo5443,k__Fungi,,,,,,
denovo5444,k__Fungi,,,,,,
denovo5445,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo5446,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Leptosphaeriaceae, g__Leptosphaeria,
denovo5447,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius,
denovo5448,k__Fungi,,,,,,
denovo5449,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo5450,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Incertae sedis, g__Tetracladium, s__Tetracladium sp
denovo5451,k__Fungi,,,,,,
denovo5452,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo5453,k__Fungi,,,,,,
denovo5454,k__Fungi,,,,,,
denovo5455,k__Fungi,,,,,,
denovo5456,k__Fungi,,,,,,
denovo5457,k__Fungi,,,,,,
denovo5458,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius, s__Cortinarius alpinus
denovo5459,k__Fungi,,,,,,
denovo5460,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo5461,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Hydnangiaceae, g__Laccaria,
